ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,RNA_Avg_fold,RNA_Covered_bases,RNA_Covered_percent,Read_GC,Origin,,Origin
1123,105.3189,61785,0.4784,99.3769,61400,21529,21511,0.4764,48.4676,4401,0.071230881,0.5659,Takifugu,,Takifugu
1124,108.1008,61632,0.4758,100,61632,21690,21708,0.4717,26.968,15417,0.250146028,0.5478,Takifugu,,Takifugu
1125,179.6117,61530,0.4328,100,61530,26152,25627,0.4378,34.7164,10030,0.163009914,0.4333,Takifugu,,Takifugu
1126,127.5019,61477,0.4007,97.386,59870,21860,21824,0.4087,0,0,0,0,Takifugu,,Takifugu
1127,71.0951,91694,0.5269,98.3576,90188,21095,21133,0.525,13.6986,11769,0.128350819,0.572,Takifugu,,Takifugu
1128,114.1761,61115,0.3957,99.9984,61114,20964,20950,0.4015,64.5751,12213,0.199836374,0.4567,Takifugu,,Takifugu
1129,127.8242,61107,0.4563,99.9885,61100,24505,24426,0.4548,57.3569,12606,0.206293878,0.5166,Takifugu,,Takifugu
1131,100.8274,60909,0.4349,100,60909,20353,20368,0.4345,32.3923,20515,0.336813936,0.475,Takifugu,,Takifugu
1132,65.3047,89229,0.4982,66.0357,58923,18950,18988,0.4979,10.4809,1913,0.021439218,0.6116,Takifugu,,Takifugu
1134,128.9522,60607,0.4431,99.9967,60605,21615,21437,0.4504,8.973,4221,0.06964542,0.4956,Takifugu,,Takifugu
1135,124.8988,60483,0.4938,99.4461,60148,20923,21060,0.4895,15.513,10961,0.181224476,0.5486,Takifugu,,Takifugu
1136,99.6959,60370,0.4234,99.7929,60245,20021,20039,0.424,19.1548,5353,0.088669869,0.4969,Takifugu,,Takifugu
1137,120.2031,60344,0.41,100,60344,20849,20834,0.4184,25.4859,15114,0.250464006,0.4603,Takifugu,,Takifugu
1138,154.5338,61529,0.4112,99.9984,61528,28836,29090,0.4068,59.3233,22546,0.366428838,0.4677,Takifugu,,Takifugu
1139,102.7585,60185,0.4784,100,60185,19800,19798,0.4798,9.66,6340,0.105341863,0.5764,Takifugu,,Takifugu
1140,101.8421,76702,0.5092,99.9987,76701,20260,20268,0.5057,18.0034,15784,0.205783422,0.5696,Takifugu,,Takifugu
1141,223.7407,89675,0.4419,99.9799,89657,25522,25542,0.4574,8.1123,6154,0.068625592,0.4725,Takifugu,,Takifugu
1143,107.203,59739,0.4654,99.3924,59376,21093,21087,0.4671,16.2319,2093,0.035035739,0.5679,Takifugu,,Takifugu
1144,93.4602,59553,0.5039,95.3588,56789,18521,18506,0.504,1.8499,2169,0.036421339,0.5029,Takifugu,,Takifugu
1145,111.5695,59613,0.4503,100,59613,21509,21474,0.452,0,0,0,0,Takifugu,,Takifugu
1146,119.8542,59332,0.4239,100,59332,21377,21437,0.4295,39.4388,23049,0.388475022,0.4878,Takifugu,,Takifugu
1147,100.606,59233,0.4507,100,59233,19884,19854,0.4499,12.216,5110,0.086269478,0.5141,Takifugu,,Takifugu
1148,121.3626,59150,0.4118,100,59150,22216,22245,0.4131,29.128,14355,0.242688081,0.4963,Takifugu,,Takifugu
1149,187.3542,59043,0.4005,100,59043,21343,21330,0.4072,18.3118,3355,0.056822993,0.4713,Takifugu,,Takifugu
1151,103.2539,58743,0.4578,99.9983,58742,19371,19354,0.4571,21.1349,2350,0.040004767,0.566,Takifugu,,Takifugu
1153,104.4384,58647,0.532,100,58647,18264,18305,0.5325,14.9259,13365,0.227888895,0.5887,Takifugu,,Takifugu
1154,199.8738,58648,0.4234,100,58648,22049,22000,0.4271,24.511,9932,0.169349338,0.5268,Takifugu,,Takifugu
1155,278.3145,58598,0.4286,99.9983,58597,29358,29873,0.4383,12.6284,3570,0.060923581,0.4773,Takifugu,,Takifugu
1156,96.1866,88224,0.4363,100,88224,23343,23292,0.4331,0.0271,542,0.006143453,0.39,Takifugu,,Takifugu
1158,90.8355,58568,0.4962,98.4548,57663,17356,17360,0.5,12.4699,3936,0.067203934,0.5962,Takifugu,,Takifugu
1159,104.8161,58535,0.3819,99.9932,58531,19691,19547,0.3832,22.1731,10061,0.171880072,0.4403,Takifugu,,Takifugu
1160,171.5998,58390,0.4016,100,58390,21758,21810,0.4028,2.1267,2117,0.036256208,0.434,Takifugu,,Takifugu
1162,115.0937,58355,0.4708,99.9931,58351,19761,19809,0.4728,4.0229,2013,0.034495759,0.506,Takifugu,,Takifugu
1164,143.2282,57966,0.4677,100,57966,20313,20320,0.4645,14.2627,1136,0.019597695,0.5725,Takifugu,,Takifugu
1165,113.0198,57986,0.4375,100,57986,20600,20657,0.4366,15.3332,5746,0.099092884,0.5296,Takifugu,,Takifugu
1166,118.9399,57860,0.4066,100,57860,19319,19323,0.4135,61.1561,21053,0.363861044,0.4599,Takifugu,,Takifugu
1167,106.0615,57838,0.4025,99.9983,57837,19398,19361,0.4058,9.0109,9259,0.160085065,0.4446,Takifugu,,Takifugu
1168,109.6519,57722,0.4796,99.5686,57473,20886,20892,0.4789,96.3067,12245,0.212137487,0.5151,Takifugu,,Takifugu
1169,121.2843,57637,0.4341,98.9538,57034,21781,21837,0.4382,23.5125,15476,0.268508076,0.4698,Takifugu,,Takifugu
1170,89.1836,87047,0.4551,65.9299,57390,22510,22620,0.4747,15.0829,10544,0.121129964,0.5372,Takifugu,,Takifugu
1171,106.9009,57518,0.5142,100,57518,19689,19670,0.5137,10.2351,3703,0.064379846,0.553,Takifugu,,Takifugu
1172,106.2947,57395,0.4999,98.1288,56321,19979,20028,0.5019,26.1407,24811,0.432285042,0.557,Takifugu,,Takifugu
1173,107.3414,57241,0.4853,98.7771,56541,19089,19114,0.4868,13.0409,13450,0.234971437,0.5339,Takifugu,,Takifugu
1174,100.3142,57183,0.4172,99.9895,57177,19125,19131,0.4172,19.8133,8241,0.144116258,0.502,Takifugu,,Takifugu
1175,97.5064,57133,0.4435,100,57133,18236,18274,0.4449,11.2383,5652,0.098927065,0.4844,Takifugu,,Takifugu
1177,103.1138,57087,0.4807,100,57087,19400,19404,0.4814,31.8301,12341,0.216178815,0.5238,Takifugu,,Takifugu
1178,116.592,56737,0.4231,96.8909,54973,20110,20098,0.4212,33.1216,15052,0.265294252,0.4809,Takifugu,,Takifugu
1179,142.7282,56610,0.4452,99.8481,56524,20712,20645,0.4461,21.6131,15618,0.275887652,0.5102,Takifugu,,Takifugu
1180,106.697,56472,0.5024,100,56472,18580,18620,0.5154,43.6288,18218,0.322602352,0.5523,Takifugu,,Takifugu
1181,109.1641,56279,0.4836,100,56279,19989,19997,0.4804,22.9331,8802,0.156399367,0.545,Takifugu,,Takifugu
1182,68.1409,85609,0.5166,62.9817,53918,18828,18801,0.5174,9.7893,1519,0.017743462,0.6147,Takifugu,,Takifugu
1183,171.625,56002,0.4453,100,56002,24219,24319,0.4521,31.9955,9650,0.172315274,0.4698,Takifugu,,Takifugu
1184,74.8427,85439,0.4654,99.7788,85250,20576,20586,0.4621,16.6896,13228,0.154823909,0.5201,Takifugu,,Takifugu
1185,112.8037,55762,0.4163,99.9946,55759,18641,18636,0.4161,45.6611,10187,0.182687135,0.4593,Takifugu,,Takifugu
1186,109.4942,55648,0.5357,100,55648,18477,18520,0.5351,24.9993,20388,0.366374353,0.5898,Takifugu,,Takifugu
1187,173.1227,55550,0.4526,100,55550,25875,25725,0.4879,0,0,0,0,Takifugu,,Takifugu
1189,134.1191,54894,0.4492,100,54894,20156,19915,0.4403,47.654,4578,0.083397093,0.5426,Takifugu,,Takifugu
1190,136.0708,54923,0.4664,100,54923,18834,18720,0.466,52.3009,4684,0.085283033,0.506,Takifugu,,Takifugu
1191,156.2324,113496,0.5161,100,113496,18900,18882,0.5122,47.469,18804,0.165679848,0.5552,Takifugu,,Takifugu
1192,162.3859,54775,0.4886,99.6623,54590,19860,19889,0.4918,86.3969,8381,0.153007759,0.5082,Takifugu,,Takifugu
1195,133.8741,54635,0.4178,100,54635,21832,21982,0.4254,38.9036,11228,0.205509289,0.4853,Takifugu,,Takifugu
1196,135.2815,54654,0.4372,94.1797,51473,23218,23282,0.4419,8.8879,7248,0.132616094,0.5126,Takifugu,,Takifugu
1197,98.7992,54490,0.4587,98.6658,53763,17731,17828,0.46,37.8733,13407,0.246045146,0.4978,Takifugu,,Takifugu
1198,109.0704,54372,0.4458,100,54372,17766,17765,0.4478,19.9068,14729,0.270893107,0.5077,Takifugu,,Takifugu
1199,106.3706,54268,0.4899,100,54268,18967,18970,0.4891,13.2891,2280,0.04201371,0.5847,Takifugu,,Takifugu
1200,115.9733,53972,0.4574,97.2467,52486,20542,20534,0.4519,15.4234,11540,0.213814571,0.5055,Takifugu,,Takifugu
1201,107.9623,54068,0.4153,100,54068,17827,17742,0.4164,14.2697,3473,0.064233928,0.4935,Takifugu,,Takifugu
1204,99.3367,53877,0.5217,97.2994,52422,17230,17194,0.5226,1.2913,1077,0.019989977,0.5218,Takifugu,,Takifugu
1205,100.9834,53929,0.5152,98.8392,53303,17729,17732,0.5144,27.7237,3376,0.062600827,0.5984,Takifugu,,Takifugu
1206,127.2867,83388,0.4319,99.988,83378,19338,19501,0.4347,36.1115,26489,0.317659615,0.4717,Takifugu,,Takifugu
1207,112.6587,53756,0.4534,99.9888,53750,18081,18077,0.4527,25.6378,9102,0.169320634,0.5283,Takifugu,,Takifugu
1209,65.5465,98461,0.5071,99.936,98398,17059,17039,0.5077,14.7524,18600,0.188907283,0.5669,Takifugu,,Takifugu
1210,84.5593,83181,0.5186,100,83181,18662,18614,0.5221,33.1538,8193,0.098496051,0.5782,Takifugu,,Takifugu
1211,144.2588,53576,0.4039,100,53576,18239,18295,0.4091,2.2001,1608,0.030013439,0.4103,Takifugu,,Takifugu
1213,140.6066,53409,0.4595,99.9963,53407,23463,23511,0.4475,19.4946,14094,0.263888109,0.5339,Takifugu,,Takifugu
1214,167.8629,53186,0.4471,99.4829,52911,25514,25560,0.4707,2.4798,1713,0.032207724,0.5587,Takifugu,,Takifugu
1216,129.3429,52985,0.5299,100,52985,18299,18207,0.5356,18.1874,13408,0.253052751,0.5735,Takifugu,,Takifugu
1217,95.2091,53001,0.4982,98.7076,52316,16769,16752,0.4964,2.0917,3227,0.060885644,0.5471,Takifugu,,Takifugu
1218,95.3617,52922,0.4701,95.9658,50787,16484,16464,0.4715,18.5479,11008,0.208004233,0.5056,Takifugu,,Takifugu
1219,93.58,52928,0.536,96.618,51138,16470,16474,0.5363,31.8875,12618,0.238399335,0.6001,Takifugu,,Takifugu
1220,120.7716,52737,0.4098,99.9886,52731,18161,17978,0.414,34.4209,6739,0.127785047,0.4455,Takifugu,,Takifugu
1221,106.2769,52779,0.4385,99.8768,52714,17647,17602,0.439,24.3849,7685,0.145607154,0.5038,Takifugu,,Takifugu
1222,107.9943,52792,0.4682,99.82,52697,19010,18984,0.4709,17.0525,8608,0.163055008,0.522,Takifugu,,Takifugu
1223,104.4977,52688,0.5136,99.8766,52623,17573,17672,0.5135,31.2251,23630,0.44848922,0.5544,Takifugu,,Takifugu
1224,133.6413,52577,0.506,100,52577,21658,21665,0.5031,19.6113,11452,0.217813873,0.5638,Takifugu,,Takifugu
1225,125.5433,52475,0.4357,100,52475,18049,17955,0.4402,30.5865,15234,0.290309671,0.4645,Takifugu,,Takifugu
1226,71.2444,83303,0.4391,64.868,54037,19499,19490,0.438,18.9742,17258,0.20717141,0.4935,Takifugu,,Takifugu
1227,104.6473,52178,0.5104,100,52178,17469,17442,0.5128,84.7617,12444,0.238491318,0.567,Takifugu,,Takifugu
1228,192.7367,52205,0.4474,100,52205,19266,19050,0.4519,6.4184,2305,0.044152859,0.5297,Takifugu,,Takifugu
1231,140.6326,51979,0.4015,100,51979,21180,21237,0.4053,20.0364,6626,0.127474557,0.4811,Takifugu,,Takifugu
1232,63.5713,81322,0.5001,62.2734,50642,17224,17240,0.4988,0,0,0,0,Takifugu,,Takifugu
1233,129.0763,51383,0.4275,100,51383,18036,18160,0.4285,15.7512,6162,0.119922932,0.4529,Takifugu,,Takifugu
1234,64.9169,80974,0.4983,100,80974,16754,16774,0.5003,12.1751,14600,0.180304789,0.5512,Takifugu,,Takifugu
1235,112.2368,51403,0.4298,100,51403,18333,18342,0.4285,0,0,0,0,Takifugu,,Takifugu
1236,87.4135,81807,0.3882,100,81807,18283,18327,0.3919,7.6569,6422,0.07850184,0.4321,Takifugu,,Takifugu
1237,109.9002,51188,0.4394,100,51188,18612,18670,0.4414,0,0,0,0,Takifugu,,Takifugu
1238,126.6163,80495,0.441,100,80495,21377,21226,0.449,17.5814,1672,0.020771476,0.4319,Takifugu,,Takifugu
1240,117.4566,51683,0.5471,99.8143,51587,18572,18555,0.541,18.304,16323,0.315829189,0.6004,Takifugu,,Takifugu
1241,142.6819,50907,0.4387,100,50907,21382,21086,0.4587,2.3402,2215,0.043510716,0.5327,Takifugu,,Takifugu
1242,103.7553,50826,0.457,100,50826,16982,17057,0.4585,0,0,0,0,Takifugu,,Takifugu
1243,97.3669,50722,0.4788,100,50722,16335,16330,0.4786,14.6381,2035,0.040120658,0.5941,Takifugu,,Takifugu
1244,73.5936,79696,0.442,100,79696,19178,19239,0.4372,15.1653,12799,0.160597772,0.513,Takifugu,,Takifugu
1245,75.1301,80690,0.4766,99.4398,80238,18044,18026,0.4793,23.6492,7021,0.087012021,0.5338,Takifugu,,Takifugu
1246,101.792,50205,0.4352,99.998,50204,16635,16580,0.4353,20.6483,10526,0.209660392,0.4732,Takifugu,,Takifugu
1247,190.0475,50169,0.4317,99.9661,50152,22959,22802,0.4296,24.2097,8259,0.164623572,0.4917,Takifugu,,Takifugu
1249,173.589,49965,0.402,99.998,49964,18720,18778,0.4083,64.479,5955,0.119183428,0.4187,Takifugu,,Takifugu
1250,101.7047,49962,0.4534,98.2747,49100,16437,16461,0.4527,0,0,0,0,Takifugu,,Takifugu
1251,107.446,49939,0.4359,99.4293,49654,17855,17859,0.4367,93.1201,8545,0.171108753,0.5232,Takifugu,,Takifugu
1253,74.7413,79261,0.4768,62.2046,49304,17368,17854,0.475,29.3425,9031,0.113940021,0.5273,Takifugu,,Takifugu
1254,97.9958,49690,0.4471,99.9698,49675,16234,16234,0.4469,42.7232,10184,0.204950694,0.515,Takifugu,,Takifugu
1255,115.8272,49497,0.4714,99.998,49496,17908,17781,0.4717,13.9714,6875,0.138897307,0.5366,Takifugu,,Takifugu
1256,109.2711,49374,0.5329,99.8278,49289,16207,16169,0.533,21.8177,18801,0.380787459,0.5674,Takifugu,,Takifugu
1257,109.3276,49362,0.427,100,49362,16754,16794,0.433,9.9797,3410,0.06908148,0.4704,Takifugu,,Takifugu
1258,120.4103,49382,0.4935,100,49382,18991,19030,0.4872,31.0532,19344,0.39172168,0.5402,Takifugu,,Takifugu
1259,63.6563,78590,0.5125,97.2503,76429,16320,16276,0.5102,31.2781,11631,0.147995928,0.5609,Takifugu,,Takifugu
1260,106.0812,78571,0.4983,99.8473,78451,17952,17979,0.489,15.4218,13755,0.175064591,0.5393,Takifugu,,Takifugu
1261,92.7266,48997,0.5308,94.0731,46093,14893,14889,0.5319,29.1111,7575,0.154601302,0.5915,Takifugu,,Takifugu
1262,125.1229,49010,0.4134,99.9041,48963,18994,19005,0.4158,15.1218,8460,0.172617833,0.4501,Takifugu,,Takifugu
1263,87.3269,78461,0.4194,100,78461,17273,17338,0.4221,6.559,2927,0.037305158,0.4856,Takifugu,,Takifugu
1264,66.7239,78394,0.5251,61.4805,48197,17148,17163,0.5224,25.0673,16191,0.206533663,0.5436,Takifugu,,Takifugu
1266,98.7136,48965,0.4403,99.9224,48927,15982,15982,0.4408,13.8297,10805,0.220667824,0.4789,Takifugu,,Takifugu
1268,68.614,78288,0.496,62.6443,49043,17254,17254,0.4998,27.6611,17242,0.220238095,0.5427,Takifugu,,Takifugu
1269,104.7293,48952,0.4505,100,48952,16814,16808,0.4517,93.8086,8175,0.167000327,0.4946,Takifugu,,Takifugu
1270,119.2652,48607,0.4556,99.965,48590,17017,17023,0.4625,28.455,14756,0.303577674,0.4872,Takifugu,,Takifugu
1271,144.0257,78209,0.5332,100,78209,18104,18063,0.5349,113.6666,21056,0.269227327,0.5646,Takifugu,,Takifugu
1272,107.0873,48411,0.4267,99.6096,48222,16821,16870,0.4274,43.4052,5133,0.106029621,0.5022,Takifugu,,Takifugu
1273,100.1663,48415,0.4862,96.4061,46675,15191,15212,0.4865,0.8297,1117,0.023071362,0.4621,Takifugu,,Takifugu
1274,112.2474,48405,0.4639,99.9979,48404,18116,18118,0.4653,27.2647,15188,0.313769239,0.5135,Takifugu,,Takifugu
1275,121.7653,48299,0.4557,100,48299,18003,18068,0.4562,21.8245,7990,0.165427856,0.4949,Takifugu,,Takifugu
1276,132.1525,48125,0.411,99.9834,48117,16548,16540,0.4162,21.9381,6238,0.129620779,0.4229,Takifugu,,Takifugu
1277,114.6787,49892,0.4409,99.984,49884,16882,17047,0.4402,62.7154,18742,0.375651407,0.5097,Takifugu,,Takifugu
1279,140.1715,48010,0.4094,99.9979,48009,16944,16787,0.4055,9.7077,5986,0.124682358,0.4693,Takifugu,,Takifugu
1281,111.0342,47703,0.4052,97.757,46633,15865,15727,0.4187,22.3111,4522,0.094794877,0.4319,Takifugu,,Takifugu
1282,103.8418,47657,0.4872,99.5216,47429,16163,16173,0.4881,17.5265,13868,0.290996076,0.5368,Takifugu,,Takifugu
1283,185.0278,77170,0.4097,100,77170,16947,16914,0.4299,34.8106,8569,0.11104056,0.4707,Takifugu,,Takifugu
1284,108.7291,47631,0.4964,96.8991,46154,17316,17220,0.4997,23.7498,9218,0.193529424,0.5712,Takifugu,,Takifugu
1285,104.5293,47547,0.5009,99.8528,47477,16567,16568,0.5014,28.0619,16713,0.351504827,0.5574,Takifugu,,Takifugu
1286,103.1028,47337,0.5357,99.9155,47297,16046,16042,0.5363,17.7091,2855,0.060312229,0.6383,Takifugu,,Takifugu
1288,106.4836,47136,0.5186,100,47136,16247,16238,0.5226,18.9365,15726,0.333630346,0.5516,Takifugu,,Takifugu
1289,204.6718,75914,0.4213,100,75914,26364,26708,0.4227,2.6106,5779,0.076125616,0.4712,Takifugu,,Takifugu
1290,238.4325,46964,0.4544,99.9957,46962,22363,22395,0.4464,41.8067,13191,0.280874713,0.5016,Takifugu,,Takifugu
1291,113.2492,47115,0.4517,99.9873,47109,17089,17074,0.4514,16.552,7270,0.1543033,0.5102,Takifugu,,Takifugu
1292,107.5593,47212,0.4376,100,47212,16634,16654,0.4396,62.9017,11542,0.244471744,0.5116,Takifugu,,Takifugu
1293,97.7804,47088,0.4561,94.6504,44569,15095,15140,0.4583,54.9695,13253,0.28145175,0.4843,Takifugu,,Takifugu
1294,200.8843,47052,0.4451,100,47052,20345,20197,0.4446,0.0035,167,0.003549265,0.425,Takifugu,,Takifugu
1295,111.2867,46964,0.4738,99.7764,46859,17020,16991,0.4771,47.5209,11991,0.255323226,0.5274,Takifugu,,Takifugu
1296,102.3328,46906,0.4669,100,46906,15707,15689,0.4672,14.3814,2282,0.048650492,0.5398,Takifugu,,Takifugu
1297,106.7059,46759,0.5297,99.3627,46461,16646,16646,0.531,20.0492,3178,0.067965525,0.6356,Takifugu,,Takifugu
1298,158.5363,75829,0.5631,100,75829,17000,17053,0.5612,12.4341,14798,0.195149613,0.5997,Takifugu,,Takifugu
1299,97.473,46937,0.4906,100,46937,13478,13561,0.4965,14.6528,13477,0.287129557,0.5509,Takifugu,,Takifugu
1300,61.0514,76303,0.4634,59.2519,45211,14923,14830,0.4645,12.8843,13145,0.172273698,0.518,Takifugu,,Takifugu
1302,112.1525,46669,0.483,100,46669,16993,17026,0.4895,45.7016,22201,0.475711929,0.5275,Takifugu,,Takifugu
1303,100.5845,46622,0.472,99.5002,46389,15633,15641,0.4729,31.8377,9497,0.203702115,0.5319,Takifugu,,Takifugu
1304,100.8511,46536,0.4942,96.7015,45001,15459,15408,0.4941,24.8086,10783,0.231713082,0.5666,Takifugu,,Takifugu
1305,101.9539,46419,0.5098,99.6015,46234,15704,15684,0.5085,20.1927,9083,0.195674185,0.5331,Takifugu,,Takifugu
1306,123.4932,46293,0.4799,100,46293,18170,18190,0.4703,29.2061,17453,0.377011643,0.5446,Takifugu,,Takifugu
1308,105.8013,46267,0.4493,99.5569,46062,16189,16188,0.45,10.2284,772,0.016685759,0.5723,Takifugu,,Takifugu
1309,101.3835,46231,0.448,99.0915,45811,15566,15490,0.4462,23.1571,12456,0.269429604,0.5165,Takifugu,,Takifugu
1310,107.89,46043,0.4067,100,46043,15928,15911,0.4082,23.5397,10920,0.237169602,0.4653,Takifugu,,Takifugu
1311,142.4446,46054,0.4908,100,46054,18705,18701,0.4853,5.94,3026,0.065705476,0.5779,Takifugu,,Takifugu
1313,142.4202,45771,0.513,100,45771,16662,16651,0.5114,5.289,4380,0.09569378,0.5925,Takifugu,,Takifugu
1314,75.3832,75105,0.4617,100,75105,16964,16988,0.4592,54.3586,7605,0.101258238,0.5659,Takifugu,,Takifugu
1318,128.693,46893,0.4046,99.9979,46892,17028,16884,0.414,142.9381,4413,0.094107863,0.3851,Takifugu,,Takifugu
1320,107.4713,45230,0.4189,100,45230,16247,16216,0.419,21.0915,9669,0.213774044,0.47,Takifugu,,Takifugu
1322,110.7851,45079,0.4559,97.5044,43954,16591,16610,0.452,19.4605,10365,0.229929679,0.4965,Takifugu,,Takifugu
1323,200.5559,44945,0.4335,100,44945,20406,20575,0.4569,0.0126,336,0.007475804,0.42,Takifugu,,Takifugu
1324,93.7907,44904,0.5064,95.8846,43056,14066,14047,0.5053,4.6385,3034,0.067566364,0.5734,Takifugu,,Takifugu
1325,77.6137,74230,0.4476,100,74230,16963,17089,0.4537,20.1915,16214,0.218429207,0.5087,Takifugu,,Takifugu
1326,101.5944,44852,0.4624,100,44852,14585,14594,0.4636,37.1772,9635,0.214817622,0.5287,Takifugu,,Takifugu
1328,100.3313,44764,0.4371,100,44764,14874,14836,0.4386,27.8548,4705,0.105106782,0.487,Takifugu,,Takifugu
1329,102.2091,44583,0.4633,99.8295,44507,14826,14831,0.4646,21.2126,9519,0.213511877,0.5442,Takifugu,,Takifugu
1331,102.1799,44524,0.4189,99.8428,44454,15076,15080,0.4175,0,0,0,0,Takifugu,,Takifugu
1333,101.4257,44338,0.5057,99.8421,44268,14491,14487,0.5011,28.2056,15421,0.347805494,0.5547,Takifugu,,Takifugu
1334,151.9715,44388,0.425,100,44388,18213,18230,0.4375,42.3947,2781,0.062652068,0.4257,Takifugu,,Takifugu
1335,126.4962,44208,0.3976,100,44208,15115,15089,0.4057,44.6091,12471,0.282098263,0.4487,Takifugu,,Takifugu
1336,95.5837,44261,0.5169,92.185,40802,13952,13958,0.5197,21.6236,14987,0.338605093,0.5842,Takifugu,,Takifugu
1337,77.132,70996,0.4057,100,70996,14283,14255,0.4106,0.0372,240,0.003380472,0.5657,Takifugu,,Takifugu
1338,92.6855,44022,0.5014,95.6613,42112,13595,13596,0.5009,0.0764,272,0.006178729,0.5348,Takifugu,,Takifugu
1339,97.8779,44062,0.4664,99.5075,43845,14375,14383,0.4655,8.9581,5427,0.123167355,0.5567,Takifugu,,Takifugu
1340,128.7335,44007,0.4577,100,44007,16565,16555,0.4612,44.1658,13497,0.306701207,0.4907,Takifugu,,Takifugu
1341,79.6934,72513,0.4416,100,72513,16181,16169,0.4415,6.3721,4753,0.065546867,0.5287,Takifugu,,Takifugu
1342,103.5385,43676,0.5496,98.3011,42934,15077,15077,0.5469,25.6738,11560,0.264676252,0.591,Takifugu,,Takifugu
1345,110.2006,43447,0.4215,99.9977,43446,15583,15539,0.4253,11.0697,5957,0.137109582,0.4723,Takifugu,,Takifugu
1346,143.0776,44837,0.4334,99.9978,44836,17943,17980,0.4396,8.5539,1842,0.041082142,0.4765,Takifugu,,Takifugu
1347,100.0944,43349,0.5044,99.5617,43159,14483,14460,0.5037,42.2431,15483,0.357170869,0.5522,Takifugu,,Takifugu
1348,122.8339,43310,0.4235,100,43310,15159,15298,0.4275,14.9334,5877,0.135696144,0.4581,Takifugu,,Takifugu
1350,103.3236,45068,0.5037,100,45068,14547,14540,0.5077,29.1527,15529,0.344568208,0.5478,Takifugu,,Takifugu
1351,99.7503,43208,0.5155,100,43208,14238,14233,0.5172,31.8568,13583,0.314363081,0.5517,Takifugu,,Takifugu
1352,125.4475,43167,0.4724,99.9977,43166,17797,17678,0.4674,13.4506,4655,0.107837005,0.5012,Takifugu,,Takifugu
1353,116.2782,42899,0.4985,100,42899,16345,16417,0.496,16.4079,8099,0.18879228,0.5542,Takifugu,,Takifugu
1354,113.0149,42824,0.4409,97.8166,41889,14636,14577,0.4406,13.5102,3452,0.080609004,0.5303,Takifugu,,Takifugu
1356,162.9817,43175,0.4249,100,43175,20168,20075,0.4109,26.5819,16008,0.370770122,0.4779,Takifugu,,Takifugu
1357,102.8001,42803,0.4881,100,42803,14441,14441,0.4899,35.2085,3837,0.089643249,0.5564,Takifugu,,Takifugu
1359,244.0897,42682,0.4281,100,42682,25574,25855,0.4448,15.816,2051,0.048053043,0.4355,Takifugu,,Takifugu
1360,105.3485,42705,0.4526,99.7494,42598,14912,14895,0.4516,2.2714,837,0.019599579,0.6487,Takifugu,,Takifugu
1362,102.7364,42652,0.4155,100,42652,14203,14227,0.4165,1.5949,244,0.005720716,0.4741,Takifugu,,Takifugu
1364,130.4085,42353,0.5493,100,42353,14869,14891,0.5512,68.9649,18710,0.441763275,0.5854,Takifugu,,Takifugu
1366,198.0197,71756,0.4782,98.4364,70634,14835,14854,0.4768,101.6016,4391,0.061193489,0.5707,Takifugu,,Takifugu
1367,104.3326,42238,0.4227,100,42238,14692,14692,0.4214,22.0409,10552,0.249822435,0.5202,Takifugu,,Takifugu
1368,100.5023,42092,0.4605,99.9976,42091,13832,13780,0.4587,10.1347,3996,0.094934904,0.5577,Takifugu,,Takifugu
1369,110.9175,42111,0.4267,99.9858,42105,14623,14669,0.4303,27.4316,7770,0.18451236,0.5131,Takifugu,,Takifugu
1370,97.2799,42092,0.4137,97.5649,41067,13677,13663,0.4134,25.0801,7527,0.178822579,0.4791,Takifugu,,Takifugu
1371,117.6356,42019,0.542,100,42019,13787,13814,0.542,35.7081,9678,0.230324377,0.5808,Takifugu,,Takifugu
1373,124.4514,41976,0.3986,99.9976,41975,16048,16060,0.4207,9.8981,3231,0.076972556,0.41,Takifugu,,Takifugu
1374,207.1082,41765,0.445,100,41765,15229,15555,0.4354,4.1045,1646,0.03941099,0.5174,Takifugu,,Takifugu
1375,104.8556,41765,0.5114,100,41765,13794,13845,0.5092,23.5606,11166,0.267353047,0.5759,Takifugu,,Takifugu
1376,101.6504,41739,0.5379,98.7422,41214,13616,13613,0.54,15.2948,7505,0.179807854,0.5758,Takifugu,,Takifugu
1378,138.3023,41386,0.441,99.942,41362,16895,16891,0.4414,21.7349,4959,0.119823129,0.4904,Takifugu,,Takifugu
1381,165.4787,41254,0.4197,100,41254,21247,21125,0.4247,1.1706,1493,0.03619043,0.5159,Takifugu,,Takifugu
1382,155.5909,41101,0.4242,100,41101,19185,19138,0.4524,60.5629,6733,0.163815966,0.4316,Takifugu,,Takifugu
1383,143.8073,41126,0.4186,100,41126,15863,15893,0.4167,9.7199,2980,0.072460244,0.509,Takifugu,,Takifugu
1385,109.9695,41107,0.5037,99.8419,41042,14866,15194,0.4975,28.6324,18080,0.439827767,0.5493,Takifugu,,Takifugu
1386,115.5375,40965,0.5215,100,40965,13583,13532,0.5212,14.5907,6337,0.154693031,0.5518,Takifugu,,Takifugu
1388,102.337,72672,0.4528,100,72672,17355,17317,0.4733,0,0,0,0,Takifugu,,Takifugu
1389,150.1585,40819,0.43,100,40819,16359,16247,0.4383,8.7533,1630,0.039932384,0.5136,Takifugu,,Takifugu
