ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Origin,,Origin
861,101.9678,93027,0.476,99.8119,92852,31431,31394,0.4752,Takifugu,,Takifugu
862,263.9656,92884,0.4049,100,92884,37616,37665,0.4108,Takifugu,,Takifugu
863,138.835,92575,0.4641,100,92575,32107,31985,0.4649,Takifugu,,Takifugu
864,103.4364,92367,0.477,100,92367,31508,31525,0.4764,Takifugu,,Takifugu
865,110.7381,91672,0.4478,100,91672,31582,31363,0.4508,Takifugu,,Takifugu
866,102.5524,92619,0.4734,98.4021,91139,27800,27798,0.4738,Takifugu,,Takifugu
867,125.1669,91577,0.4496,100,91577,30611,30677,0.4528,Takifugu,,Takifugu
868,105.9144,90850,0.478,99.4331,90335,29498,29519,0.4784,Takifugu,,Takifugu
869,97.8096,90813,0.4431,98.6081,89549,29550,29515,0.4439,Takifugu,,Takifugu
870,134.3993,90385,0.4138,100,90385,34709,34663,0.4166,Takifugu,,Takifugu
871,101.5814,90520,0.4686,98.1639,88858,30126,30143,0.4694,Takifugu,,Takifugu
872,94.6217,90318,0.5076,96.1835,86871,28483,28492,0.5072,Takifugu,,Takifugu
873,267.6098,89548,0.4461,100,89548,34418,34342,0.4518,Takifugu,,Takifugu
874,166.0605,90753,0.4287,100,90753,33517,33505,0.4278,Takifugu,,Takifugu
875,118.9557,89522,0.4865,99.7833,89328,29311,29224,0.4831,Takifugu,,Takifugu
876,99.5102,89519,0.4725,98.1334,87848,29439,29437,0.4723,Takifugu,,Takifugu
877,100.2328,89400,0.4891,98.7696,88300,29207,29210,0.4875,Takifugu,,Takifugu
878,97.9736,89349,0.4761,98.1085,87659,29044,29042,0.4766,Takifugu,,Takifugu
879,107.4369,89164,0.4398,99.502,88720,30506,30463,0.4388,Takifugu,,Takifugu
880,107.8284,88687,0.4591,100,88687,31385,31486,0.4578,Takifugu,,Takifugu
881,234.2285,98083,0.4117,100,98083,36941,36841,0.4193,Takifugu,,Takifugu
882,121.83,88547,0.4761,100,88547,30655,30713,0.4759,Takifugu,,Takifugu
883,104.8743,88574,0.4169,99.9108,88495,30861,30996,0.4164,Takifugu,,Takifugu
884,110.6484,88170,0.4271,99.0326,87317,30528,30533,0.4283,Takifugu,,Takifugu
885,100.1068,88096,0.5059,100,88096,28727,28730,0.5056,Takifugu,,Takifugu
886,105.2231,87868,0.4684,99.0361,87021,29269,29323,0.4666,Takifugu,,Takifugu
887,106.4141,87913,0.4762,100,87913,29638,29586,0.4779,Takifugu,,Takifugu
888,152.5085,87990,0.4095,99.4545,87510,32718,32533,0.4207,Takifugu,,Takifugu
889,100.3931,87731,0.4669,99.6409,87416,28754,28777,0.4666,Takifugu,,Takifugu
890,122.8308,87279,0.4217,100,87279,30835,30976,0.4214,Takifugu,,Takifugu
891,103.2014,86889,0.4318,97.727,84914,28933,28920,0.4305,Takifugu,,Takifugu
892,96.428,86691,0.4763,96.7436,83868,27780,27833,0.4778,Takifugu,,Takifugu
893,145.0513,86726,0.4556,100,86726,33388,33363,0.4551,Takifugu,,Takifugu
894,106.9249,86575,0.4664,99.5957,86225,29162,29076,0.4688,Takifugu,,Takifugu
895,100.194,86557,0.5086,99.2895,85942,28992,28918,0.5074,Takifugu,,Takifugu
896,149.1075,86450,0.4569,100,86450,31130,31160,0.4513,Takifugu,,Takifugu
897,100.2728,86302,0.4835,96.9352,83657,27251,27243,0.4822,Takifugu,,Takifugu
898,115.2708,86266,0.4414,100,86266,31295,31330,0.443,Takifugu,,Takifugu
899,101.1007,86007,0.4632,99.8907,85913,28790,28789,0.4644,Takifugu,,Takifugu
900,104.1921,86006,0.4787,99.2152,85331,28787,28778,0.4772,Takifugu,,Takifugu
902,93.2448,85921,0.4799,97.2556,83563,26506,26506,0.4812,Takifugu,,Takifugu
903,121.5962,85708,0.3914,99.9895,85699,29036,28983,0.3917,Takifugu,,Takifugu
904,113.7211,85644,0.4566,100,85644,31110,31068,0.4579,Takifugu,,Takifugu
905,105.7168,85309,0.4446,100,85309,29481,29406,0.4446,Takifugu,,Takifugu
906,117.7845,85757,0.4668,99.9778,85738,31023,31028,0.4644,Takifugu,,Takifugu
907,111.6964,84918,0.4757,99.8304,84774,28730,28759,0.475,Takifugu,,Takifugu
908,103.3126,84895,0.4603,100,84895,28440,28304,0.462,Takifugu,,Takifugu
910,99.9858,84848,0.4541,99.8645,84733,28174,28230,0.4539,Takifugu,,Takifugu
911,106.1247,84523,0.4586,100,84523,28810,28869,0.4588,Takifugu,,Takifugu
912,110.6895,84571,0.4184,100,84571,29870,29931,0.4215,Takifugu,,Takifugu
913,98.8954,84401,0.4521,99.4965,83976,27705,27674,0.4516,Takifugu,,Takifugu
914,124.0471,84314,0.451,99.9834,84300,31076,31072,0.4454,Takifugu,,Takifugu
915,97.4423,84327,0.5154,97.8192,82488,27199,27187,0.5139,Takifugu,,Takifugu
916,99.5148,84056,0.4895,97.6266,82061,27537,27542,0.4904,Takifugu,,Takifugu
917,103.1815,84031,0.4354,96.9642,81480,28816,28819,0.4354,Takifugu,,Takifugu
918,116.1017,83925,0.4636,100,83925,28742,28848,0.4622,Takifugu,,Takifugu
919,96.1937,83919,0.5178,99.4685,83473,26339,26356,0.5174,Takifugu,,Takifugu
920,131.4016,83452,0.4216,99.9988,83451,30173,30307,0.4234,Takifugu,,Takifugu
921,114.9721,83349,0.4422,100,83349,31025,30974,0.4363,Takifugu,,Takifugu
922,111.9071,83231,0.4929,100,83231,29436,29474,0.4899,Takifugu,,Takifugu
923,108.1011,83055,0.4597,98.8189,82074,29991,29904,0.4628,Takifugu,,Takifugu
924,95.2846,83064,0.4716,85.8639,71322,23825,23823,0.4649,Takifugu,,Takifugu
925,118.1733,83045,0.4435,100,83045,30456,30473,0.4431,Takifugu,,Takifugu
926,109.2668,82830,0.4421,100,82830,28029,28016,0.4423,Takifugu,,Takifugu
927,118.9069,82769,0.5071,100,82769,28583,28509,0.5083,Takifugu,,Takifugu
928,104.0103,82828,0.4633,100,82828,26801,26805,0.4639,Takifugu,,Takifugu
929,104.7554,82231,0.4675,100,82231,27815,27834,0.4658,Takifugu,,Takifugu
930,134.2457,82096,0.4305,100,82096,30009,29998,0.4267,Takifugu,,Takifugu
931,99.8356,82157,0.4909,99.9976,82155,27239,27239,0.4906,Takifugu,,Takifugu
932,142.2401,82107,0.4187,99.5652,81750,28464,28376,0.4184,Takifugu,,Takifugu
933,100.9666,82125,0.4359,100,82125,27362,27356,0.4354,Takifugu,,Takifugu
934,97.3058,81972,0.4852,97.365,79812,26369,26325,0.485,Takifugu,,Takifugu
935,107.7162,81576,0.4507,99.5783,81232,28837,28819,0.4515,Takifugu,,Takifugu
936,102.2582,81495,0.4946,99.9988,81494,27626,27651,0.4963,Takifugu,,Takifugu
937,102.8569,82830,0.4485,100,82830,27805,27655,0.4467,Takifugu,,Takifugu
938,113.4955,81202,0.4686,100,81202,29551,29344,0.469,Takifugu,,Takifugu
939,101.6591,81056,0.4435,99.8828,80961,27302,27300,0.4415,Takifugu,,Takifugu
940,97.4216,81023,0.4672,94.9113,76900,25728,25764,0.459,Takifugu,,Takifugu
941,160.1777,80706,0.4362,99.9963,80703,29514,29636,0.436,Takifugu,,Takifugu
942,143.6749,80529,0.4948,100,80529,28159,28149,0.4946,Takifugu,,Takifugu
943,129.878,80544,0.423,100,80544,30089,30156,0.4235,Takifugu,,Takifugu
944,134.9591,81788,0.4163,100,81788,30657,30874,0.4155,Takifugu,,Takifugu
945,434.9239,80384,0.4597,100,80384,33987,34347,0.4572,Takifugu,,Takifugu
946,109.273,80174,0.447,100,80174,27510,27604,0.4469,Takifugu,,Takifugu
947,101.3368,80106,0.4356,97.6618,78233,25938,25922,0.4363,Takifugu,,Takifugu
948,98.2759,80216,0.4898,96.28,77232,26028,26001,0.4908,Takifugu,,Takifugu
950,154.04,79821,0.4067,99.9987,79820,29609,29680,0.4164,Takifugu,,Takifugu
951,103.8821,79712,0.465,99.4066,79239,27138,27058,0.4638,Takifugu,,Takifugu
952,102.6598,78991,0.4425,98.101,77491,26708,26739,0.4419,Takifugu,,Takifugu
953,128.5644,78748,0.4951,98.6031,77648,25896,25841,0.4965,Takifugu,,Takifugu
955,107.3631,78709,0.4512,99.9034,78633,28026,27992,0.4523,Takifugu,,Takifugu
956,100.3258,78701,0.4264,97.3368,76605,25393,25383,0.4264,Takifugu,,Takifugu
957,113.3367,78861,0.4658,99.9987,78860,27532,27660,0.4646,Takifugu,,Takifugu
958,102.2338,77967,0.4315,99.4947,77573,26127,26011,0.4294,Takifugu,,Takifugu
959,95.5483,77965,0.4737,95.6301,74558,24501,24482,0.4737,Takifugu,,Takifugu
960,181.7302,77915,0.3942,99.9987,77914,28659,28618,0.4007,Takifugu,,Takifugu
961,100.3266,77874,0.4478,99.9974,77872,25928,25920,0.4485,Takifugu,,Takifugu
962,109.9961,77807,0.4249,100,77807,27258,27250,0.4236,Takifugu,,Takifugu
963,116.7488,77583,0.4388,99.9936,77578,27560,27504,0.4395,Takifugu,,Takifugu
964,95.5956,76999,0.4695,95.4558,73500,24548,24648,0.475,Takifugu,,Takifugu
965,99.8544,76946,0.4535,100,76946,25642,25675,0.4547,Takifugu,,Takifugu
966,100.6383,76641,0.4074,99.9856,76630,24571,24570,0.4112,Takifugu,,Takifugu
967,106.2691,76395,0.3957,99.9987,76394,26155,26126,0.3963,Takifugu,,Takifugu
968,120.7197,76635,0.4831,99.4911,76245,28413,28435,0.4846,Takifugu,,Takifugu
969,111.9294,75046,0.4902,100,75046,24714,24671,0.4909,Takifugu,,Takifugu
970,237.203,79795,0.4288,99.6905,79548,30992,30992,0.4383,Takifugu,,Takifugu
971,113.348,76010,0.4471,100,76010,26358,26435,0.4482,Takifugu,,Takifugu
972,113.5939,75480,0.4185,99.9987,75479,26654,26533,0.4246,Takifugu,,Takifugu
974,161.1506,75278,0.4164,99.9947,75274,27591,27336,0.4191,Takifugu,,Takifugu
975,121.8827,75121,0.4279,98.9084,74301,27089,27122,0.4348,Takifugu,,Takifugu
976,103.4724,75062,0.4371,100,75062,25360,25370,0.44,Takifugu,,Takifugu
977,100.9352,74965,0.44,100,74965,25061,25089,0.4403,Takifugu,,Takifugu
978,105.6023,74866,0.4422,100,74866,25101,25099,0.4429,Takifugu,,Takifugu
979,102.5038,74813,0.4989,100,74813,25161,25171,0.5006,Takifugu,,Takifugu
980,96.8947,74703,0.4907,95.7097,71498,24143,24148,0.4906,Takifugu,,Takifugu
981,102.9479,74583,0.4346,99.8994,74508,25620,25591,0.4341,Takifugu,,Takifugu
982,113.7865,74420,0.4102,100,74420,26525,26526,0.4157,Takifugu,,Takifugu
983,110.8099,74233,0.4764,99.9973,74231,26089,26034,0.4784,Takifugu,,Takifugu
984,101.2777,74028,0.4488,99.7082,73812,25008,24831,0.4489,Takifugu,,Takifugu
985,96.8883,73582,0.4865,98.7714,72678,23744,23748,0.4844,Takifugu,,Takifugu
986,100.5095,73584,0.4631,99.065,72896,23912,23903,0.4631,Takifugu,,Takifugu
987,131.2046,73419,0.4221,100,73419,25527,25504,0.4232,Takifugu,,Takifugu
988,140.914,73359,0.4386,100,73359,30404,30428,0.4445,Takifugu,,Takifugu
989,100.3185,73058,0.4672,99.4867,72683,24335,24341,0.467,Takifugu,,Takifugu
990,104.8378,72900,0.4016,99.6612,72653,23479,23477,0.4043,Takifugu,,Takifugu
991,100.1993,72787,0.4417,98.486,71685,24329,24349,0.4415,Takifugu,,Takifugu
992,107.9251,72752,0.4665,97.6427,71037,26083,26061,0.4609,Takifugu,,Takifugu
993,111.1434,72975,0.5082,98.9613,72217,24332,24393,0.5097,Takifugu,,Takifugu
994,101.6593,72663,0.466,100,72663,24277,24287,0.4657,Takifugu,,Takifugu
995,155.7799,72646,0.4266,98.3537,71450,24258,24225,0.4263,Takifugu,,Takifugu
996,203.9103,73868,0.4219,100,73868,33298,33168,0.4394,Takifugu,,Takifugu
997,132.9891,72319,0.399,100,72319,25354,25390,0.4016,Takifugu,,Takifugu
998,87.9408,72275,0.5094,94.7354,68470,21048,21060,0.5109,Takifugu,,Takifugu
999,106.9111,72120,0.4523,100,72120,24040,24057,0.4517,Takifugu,,Takifugu
1000,98.451,72103,0.475,99.5174,71755,23661,23659,0.4747,Takifugu,,Takifugu
1001,357.494,71920,0.4228,99.8999,71848,31046,31022,0.4271,Takifugu,,Takifugu
1002,150.7173,72071,0.3988,100,72071,29506,29610,0.4033,Takifugu,,Takifugu
1003,115.9385,71647,0.4629,100,71647,26735,26803,0.4597,Takifugu,,Takifugu
1004,95.4826,71559,0.5031,96.8977,69339,22788,22781,0.5042,Takifugu,,Takifugu
1005,110.0937,71535,0.4483,100,71535,26230,25931,0.4467,Takifugu,,Takifugu
1006,102.3591,71559,0.4838,99.8742,71469,24407,24412,0.4823,Takifugu,,Takifugu
1007,103.8787,71468,0.4441,99.0961,70822,23262,23270,0.4446,Takifugu,,Takifugu
1008,110.1319,71234,0.4109,100,71234,24443,24471,0.4167,Takifugu,,Takifugu
1009,102.7979,71136,0.4413,99.9972,71134,24154,24131,0.4427,Takifugu,,Takifugu
1010,127.0964,70679,0.4744,99.9943,70675,27920,27905,0.4678,Takifugu,,Takifugu
1011,99.5219,70561,0.4985,99.6117,70287,23152,23155,0.4996,Takifugu,,Takifugu
1012,177.5405,70768,0.4232,99.9915,70762,25664,25664,0.4261,Takifugu,,Takifugu
1013,113.1109,70373,0.4593,100,70373,24858,24527,0.4587,Takifugu,,Takifugu
1014,107.8205,70079,0.469,99.9772,70063,25236,25180,0.4708,Takifugu,,Takifugu
1015,120.2341,70053,0.4312,100,70053,26194,26129,0.4412,Takifugu,,Takifugu
1016,117.3147,70892,0.4691,99.9929,70887,23866,23743,0.4692,Takifugu,,Takifugu
1017,112.6356,69979,0.4308,100,69979,25641,25335,0.4304,Takifugu,,Takifugu
1018,122.8558,69884,0.4388,98.8696,69094,24248,24274,0.4411,Takifugu,,Takifugu
1019,111.4498,69277,0.4731,100,69277,24489,24444,0.4731,Takifugu,,Takifugu
1020,106.0846,69206,0.4415,100,69206,23928,23956,0.4388,Takifugu,,Takifugu
1021,107.2689,69106,0.4032,99.9957,69103,22382,22321,0.4036,Takifugu,,Takifugu
1022,126.3654,77445,0.423,94.2204,72969,29992,29709,0.4248,Takifugu,,Takifugu
1023,103.9102,69073,0.463,100,69073,22665,22644,0.4629,Takifugu,,Takifugu
1025,98.9281,68635,0.5199,99.9111,68574,22467,22473,0.519,Takifugu,,Takifugu
1026,198.0827,68505,0.4326,100,68505,27388,27294,0.4404,Takifugu,,Takifugu
1027,104.7316,68591,0.4355,99.9985,68590,23222,23238,0.4349,Takifugu,,Takifugu
1028,100.0815,68320,0.5016,100,68320,22456,22458,0.5022,Takifugu,,Takifugu
1029,116.4134,68281,0.4377,99.8623,68187,25607,25946,0.4404,Takifugu,,Takifugu
1030,114.8382,68041,0.4463,99.9897,68034,25769,25714,0.4462,Takifugu,,Takifugu
1032,101.7362,67903,0.5107,97.9014,66478,23044,23027,0.5104,Takifugu,,Takifugu
1034,101.8672,67884,0.4945,98.3501,66764,22319,22311,0.4953,Takifugu,,Takifugu
1035,112.9725,67742,0.414,100,67742,24221,24272,0.4162,Takifugu,,Takifugu
1036,103.5146,67549,0.478,100,67549,22573,22564,0.4787,Takifugu,,Takifugu
1037,122.0426,67390,0.4973,100,67390,24130,24109,0.4934,Takifugu,,Takifugu
1038,204.5141,67612,0.4062,100,67612,28809,28668,0.4187,Takifugu,,Takifugu
1039,109.1887,67681,0.4282,99.9985,67680,24693,24618,0.4296,Takifugu,,Takifugu
1041,139.7722,67286,0.4389,99.9034,67221,27952,27952,0.4561,Takifugu,,Takifugu
1042,107.9896,67229,0.4867,100,67229,23994,23973,0.4879,Takifugu,,Takifugu
1043,183.3712,67794,0.4053,100,67794,24741,25042,0.4105,Takifugu,,Takifugu
1044,102.3985,67085,0.4815,100,67085,22805,22794,0.4819,Takifugu,,Takifugu
1045,106.4169,66857,0.4909,100,66857,22539,22535,0.4929,Takifugu,,Takifugu
1046,124.4035,68293,0.4608,100,68293,26305,26425,0.4623,Takifugu,,Takifugu
1047,126.676,66611,0.4605,100,66611,25691,25645,0.4668,Takifugu,,Takifugu
1048,110.3733,66629,0.485,99.9985,66628,23675,23682,0.4833,Takifugu,,Takifugu
1049,103.6312,66499,0.516,99.9955,66496,22542,22627,0.5168,Takifugu,,Takifugu
1050,106.7962,66432,0.4153,100,66432,23435,23393,0.4141,Takifugu,,Takifugu
1051,100.0617,66281,0.4485,100,66281,21865,21844,0.4475,Takifugu,,Takifugu
1052,115.3893,66073,0.4587,98.7438,65243,24280,24388,0.456,Takifugu,,Takifugu
1054,120.4898,65694,0.4908,100,65694,22427,22434,0.4893,Takifugu,,Takifugu
1055,99.9219,65599,0.4481,100,65599,21651,21642,0.4473,Takifugu,,Takifugu
1056,133.7158,65519,0.456,100,65519,24066,24030,0.4566,Takifugu,,Takifugu
1057,105.4884,65286,0.4936,100,65286,22309,22365,0.4921,Takifugu,,Takifugu
1058,134.3604,65271,0.3883,100,65271,24137,23899,0.3899,Takifugu,,Takifugu
1059,113.5519,65310,0.4689,100,65310,23696,23758,0.4682,Takifugu,,Takifugu
1060,102.8652,65215,0.4549,99.908,65155,21655,21622,0.453,Takifugu,,Takifugu
1061,124.8126,65034,0.4252,100,65034,23417,23405,0.4214,Takifugu,,Takifugu
1062,98.3317,64968,0.4779,97.6604,63448,20862,20834,0.4785,Takifugu,,Takifugu
1063,220.351,66115,0.4185,99.9319,66070,40177,39789,0.4248,Takifugu,,Takifugu
1064,101.4211,65147,0.4112,100,65147,20686,20658,0.4117,Takifugu,,Takifugu
1065,102.8976,64569,0.4802,99.9954,64566,21749,21758,0.4809,Takifugu,,Takifugu
1066,119.6243,64572,0.4401,100,64572,22285,22337,0.444,Takifugu,,Takifugu
1067,95.8341,64366,0.5057,94.2516,60666,20606,20559,0.5037,Takifugu,,Takifugu
1068,98.0778,64273,0.4982,98.7195,63450,21056,20978,0.4981,Takifugu,,Takifugu
1069,104.7698,64231,0.485,99.726,64055,22390,22403,0.4843,Takifugu,,Takifugu
1070,104.1865,64221,0.4808,100,64221,21376,21421,0.4805,Takifugu,,Takifugu
1073,106.9181,63650,0.4305,98.8751,62934,22644,22716,0.4304,Takifugu,,Takifugu
1074,108.1134,63633,0.4576,99.9984,63632,22509,22496,0.4612,Takifugu,,Takifugu
1075,100.0238,63668,0.4847,99.8052,63544,20858,20867,0.485,Takifugu,,Takifugu
1076,116.2834,63431,0.4566,100,63431,20600,20702,0.4537,Takifugu,,Takifugu
1077,103.7349,63299,0.4948,99.8515,63205,21722,21670,0.4956,Takifugu,,Takifugu
1078,121.6434,63368,0.433,100,63368,24763,24755,0.432,Takifugu,,Takifugu
1080,98.6584,63370,0.4707,99.585,63107,20850,20850,0.4705,Takifugu,,Takifugu
1081,145.9175,63012,0.3905,99.9968,63010,25639,25612,0.4042,Takifugu,,Takifugu
1082,102.8005,63078,0.4748,100,63078,21182,21191,0.4739,Takifugu,,Takifugu
1083,97.3291,63020,0.5011,96.7471,60970,20344,20347,0.5017,Takifugu,,Takifugu
1084,124.1818,62578,0.3972,100,62578,23572,23662,0.401,Takifugu,,Takifugu
1085,101.7952,62273,0.517,100,62273,21128,21129,0.5183,Takifugu,,Takifugu
1086,110.1369,62238,0.4885,100,62238,22883,22857,0.4877,Takifugu,,Takifugu
1087,109.825,62058,0.4813,97.1575,60294,21358,21248,0.4799,Takifugu,,Takifugu
1088,104.1432,62049,0.476,99.9984,62048,21378,21352,0.4776,Takifugu,,Takifugu
1089,96.7896,62022,0.5227,97.9604,60757,20014,19998,0.5228,Takifugu,,Takifugu
1090,100.7925,62027,0.4793,99.892,61960,20835,20853,0.4785,Takifugu,,Takifugu
1091,99.6312,61869,0.4231,100,61869,20310,20253,0.4232,Takifugu,,Takifugu
1092,99.716,61824,0.4577,98.7303,61039,20550,20567,0.4584,Takifugu,,Takifugu
1093,105.9602,61785,0.4784,99.3769,61400,21531,21494,0.4761,Takifugu,,Takifugu
1094,131.0289,61741,0.4251,100,61741,21820,21784,0.4306,Takifugu,,Takifugu
1095,119.2905,61577,0.4381,99.9919,61572,23472,23479,0.4402,Takifugu,,Takifugu
1096,131.1287,61478,0.4007,97.5032,59943,22458,22508,0.4136,Takifugu,,Takifugu
1097,99.177,61469,0.4939,99.9366,61430,20222,20219,0.4933,Takifugu,,Takifugu
1098,111.2444,61457,0.4845,99.1457,60932,22485,22529,0.4813,Takifugu,,Takifugu
1099,113.4295,62445,0.3967,99.9984,62444,20906,20873,0.401,Takifugu,,Takifugu
1100,102.0555,61210,0.4783,100,61210,20104,20108,0.48,Takifugu,,Takifugu
1101,116.1983,61321,0.4807,100,61321,21845,21840,0.4818,Takifugu,,Takifugu
1102,122.1061,61095,0.4569,99.9967,61093,23533,23598,0.4569,Takifugu,,Takifugu
1103,129.7135,61038,0.4338,100,61038,21327,21287,0.4352,Takifugu,,Takifugu
1104,100.8693,60909,0.4349,100,60909,20363,20384,0.4345,Takifugu,,Takifugu
1106,94.2404,60909,0.4982,99.2858,60474,18930,18973,0.4979,Takifugu,,Takifugu
1107,112.8844,60658,0.4809,99.9918,60653,20675,20655,0.4814,Takifugu,,Takifugu
1108,94.126,60640,0.4845,100,60640,18898,18899,0.4824,Takifugu,,Takifugu
1109,226.604,60561,0.4109,99.9901,60555,25920,25839,0.4125,Takifugu,,Takifugu
1110,99.5779,60436,0.4714,97.1027,58685,19533,19606,0.4705,Takifugu,,Takifugu
1111,103.0872,60387,0.4622,100,60387,20699,20710,0.4608,Takifugu,,Takifugu
1112,104.0773,60400,0.4618,100,60400,20728,20777,0.4628,Takifugu,,Takifugu
1113,99.9779,60382,0.4887,99.8841,60312,20100,20015,0.4869,Takifugu,,Takifugu
1114,99.5627,60370,0.4234,99.7929,60245,20019,20039,0.424,Takifugu,,Takifugu
1115,100.5274,60893,0.4776,99.9885,60886,19386,19390,0.4773,Takifugu,,Takifugu
1116,162.1968,60924,0.4112,99.9984,60923,29979,30132,0.4071,Takifugu,,Takifugu
1117,102.893,60264,0.4781,98.5165,59370,19908,19930,0.4793,Takifugu,,Takifugu
1118,98.9261,60207,0.4944,100,60207,19749,19743,0.4935,Takifugu,,Takifugu
1119,99.1307,60213,0.5137,100,60213,19614,19598,0.513,Takifugu,,Takifugu
1120,106.8884,60154,0.3844,100,60154,20679,20629,0.3862,Takifugu,,Takifugu
1121,116.8674,59829,0.4235,100,59829,21193,21309,0.4275,Takifugu,,Takifugu
1122,109.7678,59564,0.4524,100,59564,19464,19442,0.4552,Takifugu,,Takifugu
1123,110.8602,59613,0.4503,100,59613,21482,21448,0.4519,Takifugu,,Takifugu
1124,104.7496,59701,0.4021,99.9933,59697,19770,19795,0.407,Takifugu,,Takifugu
1125,108.9176,60038,0.3972,99.9967,60036,21335,21351,0.4012,Takifugu,,Takifugu
1126,97.8337,59370,0.4837,98.981,58765,19324,19325,0.4841,Takifugu,,Takifugu
1127,101.8755,60758,0.4726,98.8742,60074,20636,20583,0.4756,Takifugu,,Takifugu
1128,93.9925,59249,0.5035,95.34,56488,18502,18490,0.5036,Takifugu,,Takifugu
1129,110.16,59237,0.4419,100,59237,19179,19080,0.4457,Takifugu,,Takifugu
1130,98.8824,59175,0.4505,99.5082,58884,19479,19466,0.4501,Takifugu,,Takifugu
1131,130.1009,60000,0.4364,99.9983,59999,22618,22562,0.4339,Takifugu,,Takifugu
1132,99.8779,59220,0.518,99.9662,59200,19715,19712,0.5181,Takifugu,,Takifugu
1133,125.246,59095,0.4117,100,59095,22673,22724,0.4159,Takifugu,,Takifugu
1135,100.3291,59021,0.4829,99.5171,58736,19742,19748,0.4819,Takifugu,,Takifugu
1136,99.3531,58928,0.5127,99.9067,58873,19477,19476,0.5134,Takifugu,,Takifugu
1138,99.5512,58718,0.4644,99.2949,58304,19336,19337,0.4649,Takifugu,,Takifugu
1139,104.0907,58757,0.4471,99.8383,58662,20232,20134,0.4446,Takifugu,,Takifugu
1140,203.695,58651,0.4235,100,58651,21416,21424,0.4295,Takifugu,,Takifugu
1141,172.0261,58538,0.421,100,58538,29124,29389,0.4354,Takifugu,,Takifugu
1142,160.7866,58390,0.4016,100,58390,21695,21749,0.4032,Takifugu,,Takifugu
1143,120.0186,58480,0.4065,100,58480,19485,19405,0.4097,Takifugu,,Takifugu
1144,104.0379,58367,0.4708,99.9931,58363,19702,19690,0.4727,Takifugu,,Takifugu
1145,121.2481,58381,0.4071,99.9983,58380,20550,20554,0.4157,Takifugu,,Takifugu
1146,116.9764,58332,0.4804,100,58332,22478,22460,0.4739,Takifugu,,Takifugu
1147,128.2147,58214,0.4338,98.9212,57586,22536,22547,0.4371,Takifugu,,Takifugu
1148,102.2731,58135,0.4871,100,58135,19681,19650,0.4867,Takifugu,,Takifugu
1149,114.5408,57986,0.4376,100,57986,20561,20659,0.4362,Takifugu,,Takifugu
1150,133.8095,57917,0.4678,100,57917,20370,20384,0.4634,Takifugu,,Takifugu
1151,103.0246,57874,0.4007,99.9983,57873,19019,18980,0.4011,Takifugu,,Takifugu
1152,103.95,59009,0.4672,98.6189,58194,18095,18059,0.465,Takifugu,,Takifugu
1153,116.6538,58146,0.4652,99.6595,57948,21872,21807,0.4623,Takifugu,,Takifugu
1154,153.1436,57519,0.3942,100,57519,20545,20489,0.3977,Takifugu,,Takifugu
1155,104.5782,58707,0.4417,100,58707,20158,20018,0.4444,Takifugu,,Takifugu
1156,102.4344,57464,0.5039,99.5562,57209,18180,18198,0.504,Takifugu,,Takifugu
1157,101.5089,57375,0.4569,99.9983,57374,18906,18946,0.4562,Takifugu,,Takifugu
1158,109.0174,57375,0.4803,99.5712,57129,20641,20642,0.4795,Takifugu,,Takifugu
1159,108.6753,57339,0.4385,99.9878,57332,19751,19495,0.4386,Takifugu,,Takifugu
1160,106.4584,57241,0.4853,98.7771,56541,19083,19105,0.4868,Takifugu,,Takifugu
1161,101.7332,57407,0.5119,100,57407,19427,19513,0.5125,Takifugu,,Takifugu
1162,100.3162,57183,0.4172,99.9895,57177,19131,19124,0.4172,Takifugu,,Takifugu
1163,97.2248,57133,0.4435,100,57133,18232,18265,0.445,Takifugu,,Takifugu
1164,104.4667,57087,0.4807,100,57087,19430,19417,0.4813,Takifugu,,Takifugu
1165,111.215,56737,0.4231,96.8909,54973,19545,19515,0.4224,Takifugu,,Takifugu
1166,108.8922,56558,0.4827,100,56558,18759,18765,0.4846,Takifugu,,Takifugu
1167,117.4326,56528,0.5162,99.9929,56524,18037,18080,0.5142,Takifugu,,Takifugu
1168,101.6696,56558,0.4665,99.7489,56416,17579,17567,0.4635,Takifugu,,Takifugu
1169,233.2729,56560,0.4125,100,56560,24392,24449,0.4311,Takifugu,,Takifugu
1170,138.8061,56485,0.4273,100,56485,23150,23195,0.4504,Takifugu,,Takifugu
1171,98.2129,56556,0.4838,99.2751,56146,18518,18519,0.4841,Takifugu,,Takifugu
1172,140.3212,56433,0.445,99.9929,56429,20639,20588,0.4458,Takifugu,,Takifugu
1173,99.3721,56331,0.5256,99.8669,56256,18654,18652,0.5252,Takifugu,,Takifugu
1174,108.9891,56294,0.4836,99.5293,56029,19909,19932,0.4807,Takifugu,,Takifugu
1175,101.5163,56255,0.4819,99.8702,56182,18935,18934,0.4833,Takifugu,,Takifugu
1176,99.2466,56269,0.4823,99.8329,56175,18620,18617,0.4803,Takifugu,,Takifugu
1177,119.2048,56323,0.4067,100,56323,19898,19904,0.414,Takifugu,,Takifugu
1178,167.259,56201,0.4328,99.9982,56200,22657,22920,0.4386,Takifugu,,Takifugu
1179,102.336,55901,0.4238,99.0054,55345,18741,18767,0.4242,Takifugu,,Takifugu
